subject,predicate,object
u-43gQxtscCBxJGcYfnBIPuw,RATE,b-Dh2Z3WNu6M71LbMNHEeg3w
u-8_M7R_oGTEv2a_P5AhTS1g,RATE,b-DJuQgsoj-qmU0i5iTAa4aA
u-XsoGLV1eNaSWxH03QqknnQ,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-xuH1NMNzchVGut6cfhTuCg
u-Qa8-Ln3MRfYMzJRhp9_xVA,RATE,b-xA6L2w_TlbxHubb1xeBE8w
u-JPmEINY29c9W9gwVPb0_PQ,VISIT,b-vCx6uieEF0W0mKFK4sT3Yg
Great,ASPECT_ATTR_FOR,b-0cf-w9PK5gLkBkitL3bdqw
u-0ZrfHMZ4EaXP9zR6AFd7CA,ORDER,Naan
b-scM6rLQqoz5dEIgwz_JFsg,HAS_CATEGORY,Indian
u-tFx_Yd_XHzJgYXUZd1pfsA,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
b-V_jIfMz9Z7a5mthleRq0_w,HAS_MENU,Beef
Staff,IS,Attentive
Service,IS,Friendly
u-iVmBpLCIuUA0Hsu1eNKQ4g,WRITE_REVIEW,r-ZpNap8jgEje_I_tZADo_hg
u-QOk29S8eOtu94j1uTpmsuQ,VISIT,b-P4h8kgy_48oE9vCHJc4BCQ
Service,IS,Great
u-Lcd7pKlCr00Kz6a8zheWew,ORDER,Tandoori_Chicken
u-0h4DGcjwqOPQovloVnJssw,WRITE_REVIEW,r-Urphd8pUeya9GILJIy9k8g
u-PykdDYLulOmgmEkz_-IrOQ,VISIT,b-V_jIfMz9Z7a5mthleRq0_w
u-k4xzJyW2FPMvy4TMUs4D0Q,RATE,b-k9PfKE7KfztoMpOSx25UpA
Service,IS,Friendly
u-HYhcWWAvzggD7RISFuuUJg,WRITE_REVIEW,r-mnHMYNGaKzgaQrkvxYBtfQ
u-d-0GH8rqF3Mjih3jSuWqjg,VISIT,b-xYpAg60oZVbOtSYgrOKBgQ
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Malai_Kofta
u-oWDwJvCXkntjhZ4-gdz-WA,VISIT,b-BxkVct02QHybp54ATZgkUQ
u-77bSr4yTJrt__livHS3CKA,VISIT,b-UaMq3DUhtkoZ5WCEQm2T9g
b-SxuD7iY8QO88PNbSdNmNKg,HAS_REVIEW,r-JStMa8rGM_S-uTA8Uem4Ew
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_REVIEW,r-CGIltLqQAAVFvbDXsFbAXQ
u-lGe6PJ4T3IrgmYkM4SFMRQ,VISIT,b-P4h8kgy_48oE9vCHJc4BCQ
b-GC9Re0tKAnecMww3DB638g,HAS_MENU,Saffron_Pistachio
u-dc0HzgYCRuh_rz4JYVZ_YA,WRITE_REVIEW,r-VOl3Xvl--GjzkdvJ2Bd9Tg
b-vCx6uieEF0W0mKFK4sT3Yg,HAS_REVIEW,r-YIowGRkI0KAIgoWnxbtREA
b-S4qUsi44l5D9BbUCkhwQEA,HAS_REVIEW,r-50MWV7Swnn_O0tkvKewCgQ
u-oYwvr1iJSJ5mhrryKXU2oA,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
u-rvRpfdMe-mPEKDHcaxRu2g,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
Chutney,IS,Overbearing
u-O11tw0DcEqxYmismRwaFoQ,WRITE_REVIEW,r-UGU-HrHG6OKq9JPfuMpEhw
b-scM6rLQqoz5dEIgwz_JFsg,HAS_ASPECT,Staff
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Service
u-hSlNutwv-_EkosB92sdpyg,RATE,b-0zTLMQOZhiCp9GFtegiFsw
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Biryani
Stale,MENU_ATTR_FOR,b-COfzp0tze_F8N13zn40zzg
Amazing,MENU_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
u-zvXz3SSLD7EtaKYPAzhEPg,ORDER,Pakwan_Biryani
u-149dpixd6C2SwLcVfp5kvQ,WRITE_REVIEW,r-PBL_BOP9kHTQjNpiJRB3Zw
u-ChADwrKjusoOHLlU0v_iRg,ORDER,Tandoori
Delicious,MENU_ATTR_FOR,b-3wJ4kJsJhayyfJ30HsS04g
b-geMa0_CtMOctkUhf_JXK9Q,HAS_MENU,Naan_Bread
u-XkCwqx1moKGJFYNozHLUiw,ORDER,Shrimp
u-mLh2C1ehZPOI0fcfAwIFBQ,WRITE_REVIEW,r-fTQnlwT_PiK2b1iDF6cBlw
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_REVIEW,r-Q_wOBH1ehnkEWJtxIiEzgg
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Customer_Service
u-OnfwPAs_mVdSAEigKMFHQw,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
u-FJy6BVYJt0hErGnKaEv4uA,RATE,b-7xA6iSP0Ndn08tpBFQtUKA
u-66e_wFUf4GsDT2DTZ3u-Xg,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_MENU,Pickles
b-scM6rLQqoz5dEIgwz_JFsg,HAS_REVIEW,r-RklruNhsiwK2RpkfAjrOXQ
u-qZNsSGiQjckMJ0-P6nTZUw,WRITE_REVIEW,r-RtLim1Sg_H5_hccqEsWRyw
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_ASPECT,Menu
Food,IS,Great
b-c4qE3ygdEQUD9dZjganavA,HAS_CATEGORY,Food
b-0cf-w9PK5gLkBkitL3bdqw,HAS_REVIEW,r-uA4_cxxc2z6CKwlG_7779Q
Good,ASPECT_ATTR_FOR,b-5VOqWjRXUPc7b1A_NSI9mQ
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_REVIEW,r-7dgRrxVs4iVKdxd8uvMu0Q
Food,IS,Good
Tasty,ASPECT_ATTR_FOR,b-f6T2YaTfGoSyQV-l4jzrjw
b-7vgWonwfqRt9pxR1c00Ulw,HAS_REVIEW,r-c1q_o-N3G5iNTbQqcmOSlQ
u-bz5F8RkVaBe2mnFh_ymCUg,RECOMMEND,b-DeI4KqEeWy0cTdh7Wy5_RA
b-k9PfKE7KfztoMpOSx25UpA,HAS_REVIEW,r-wfShVw7XIrddl3Y3yEPiSg
Good,MENU_ATTR_FOR,b-ZNdV9ytExuxPTXSN8i2xhw
u-cfp7H2hRFCPsTdvMEkrbrQ,WRITE_REVIEW,r-12l72TSd1kQUVyT94yOnMQ
u-renPzRDqMZpMaHiCD_e1_A,WRITE_REVIEW,r-zmPld78u6ozhB6UdEK6dDw
u-oif4M6LGAnXulFQVI6PH3A,WRITE_REVIEW,r-8nPc53-Dvf3le1SYAAG1qg
u-aw1Qv3h6DkkaFka3xy-lWw,RATE,b-Dh2Z3WNu6M71LbMNHEeg3w
u-oTXacfmCLz9mev6KORIfEQ,RATE,b-k9PfKE7KfztoMpOSx25UpA
Taste,IS,Outstanding
u-JW2WD8O8hRf98BahFtXUYA,WRITE_REVIEW,r-KAy_e9h5sLpARBEnECHbpQ
u-RrL8OvToV0Qo2DJW4vJ7ow,WRITE_REVIEW,r-0tHDgjyspzvGN10WIp7BPg
u-12deYl5tEafL5Hcn_IUhDw,RATE,b-7xA6iSP0Ndn08tpBFQtUKA
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_REVIEW,r-k2NQgEFKQF2PTAh-ClbsBg
u-G1QG6IfLuE5uirU6PMo2dA,VISIT,b-f7RXwcus_-EOsR0q5ctVjw
u-9e1GgNMDlUaCcefdg9C2BA,RATE,b-DKqhCd3Vwl3CEo8vUHhLYg
u-tTIXJkDn0SKriN5fSHLQQA,RATE,b-LwXo16VrGPhhOWc_Wj7ifw
u-4QgXlvkNrDGmn0HeekD7xw,VISIT,b-vCx6uieEF0W0mKFK4sT3Yg
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Price
Fresh,ASPECT_ATTR_FOR,b-DKqhCd3Vwl3CEo8vUHhLYg
u-oCNLIL41w0ATGJWy-hUizw,VISIT,b-AZKhBlrI5vgTBm3j9WwnbA
b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_REVIEW,r-oFn6-AVkMAYUzcVjL3X6eA
b-LZWXP-D4YPlzsFjVx6b9XA,HAS_MENU,Dal
u-mFpbixN0lU98YHZcg7BIKQ,RATE,b-sUGlSS0AF2xPYFEjvKJbSA
u-fYUQbav_JlFe0U1WDxpA_w,VISIT,b-eRZuxjnaMviiVyvhejwTBQ
Great,ASPECT_ATTR_FOR,b-f6T2YaTfGoSyQV-l4jzrjw
b-geMa0_CtMOctkUhf_JXK9Q,HAS_MENU,Tandoori
u-mhrMIkK4Ag8RaNiqHf0mFQ,RATE,b-SxuD7iY8QO88PNbSdNmNKg
u-J5eK0nDfQPlD0VeihS40kA,RATE,b-scM6rLQqoz5dEIgwz_JFsg
u-1f9qOmNc34f6mHcUozLNoQ,WRITE_REVIEW,r-s14osStJxVvMXpiyrJZcUA
Garlic_Naan,IS,Delicious
u-Ri3cu8XTnyA83pyJrzTMvw,WRITE_REVIEW,r-B2u5ivYsH4sy7rwKx-EIYA
u-qYBvPyAf4QY2q7Fc2u3iMg,RATE,b-TAnzFr9NixvCbvUdJMWL5Q
u-J5eK0nDfQPlD0VeihS40kA,WRITE_REVIEW,r-ZGS_iYEFizqepncSNXMs1w
Bland,MENU_ATTR_FOR,b-5eDg_Y2N6aU_k7tIxoFXTg
b-W_9ophRRWO924hn1S-y2Hg,HAS_REVIEW,r-2FrPkPHOQ8RLZUZ9_LwZHA
Lamb_Lollies,IS,Good
Bad,ASPECT_ATTR_FOR,b-LZWXP-D4YPlzsFjVx6b9XA
Food,IS,Delicious
Food_Quality,IS,Fresh
u-cQrAV5NFK8vZ6qMiRLddVQ,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
u-TjfTL_9QxuH4a3fH_xHAmg,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
u-lQeZwk1RkY0HYJifEVBxFA,RATE,b-idrN6XWKErG6nKDsEMNbOQ
Service,IS,Friendly
b-0cf-w9PK5gLkBkitL3bdqw,HAS_REVIEW,r-gcOkOmAPn39Z5w6jAoi2eQ
b-Eu-M3y8a5bIxIRXlCj9yHA,IS,Worth
Dosa,HAS,Dinner
u-cuB0D5lUemrEow1FOLv54Q,RATE,b-eRZuxjnaMviiVyvhejwTBQ
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_ASPECT,Service
u-OQbrtiG2DoNb8j3mXMZ2lw,RATE,b-Dd1w7xR7Xs3bthwusgy33Q
High,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-0Zl04qztslZglx4R7wkEHA
u-xDVaF_b3RhqinCyAb52LUw,WRITE_REVIEW,r-UPI1kdowVdk_wwR4Z8-wTA
u-tMQZywd04ExIffL6IYkN-g,RATE,b-TAnzFr9NixvCbvUdJMWL5Q
u-ofc8Lsb67hV_EEZ0NxgNrg,VISIT,b-qhKNZTtTT6GLnPzQny-v9Q
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_MENU,Veggie_Basil_Curry
u-CLbpPUqP6XpeAfoqScGaJQ,RATE,b-DJuQgsoj-qmU0i5iTAa4aA
u-VswgrudhENYcAr8KpE4JOw,VISIT,b-tIXpNWE6R1yadAThbSefHw
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_REVIEW,r-R3pmk_gETBxbfbfJTqu0RA
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_MENU,Chicken_Biryani
u-66Szq2Pe2AfhZjTtyHttlQ,RATE,b-ICUCAzUZFiWkYs7iCtNCQg
u-ND3UnouUykHdEQ1t7x0DvQ,WRITE_REVIEW,r-rIpdTKwALAl9MeJWl34HNQ
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_MENU,Biryani
b-De8Z9rLZOmf-icp3gDxCZA,HAS_MENU,Butter_Chicken
u-6XM6NNpblve0ZBCUbdJi4Q,WRITE_REVIEW,r-nWgq74pyUjqQyPh_sDakgA
u-yw85-9lSB5H9jF8pBCA3XA,VISIT,b-SxuD7iY8QO88PNbSdNmNKg
Lamb_Rogan_Josh,IS,Good
u-yMODenxFTfmib9uYz_3Vqw,RATE,b-LwXo16VrGPhhOWc_Wj7ifw
b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Naan
u-pMsdsACQEp24fnpE3bur9A,WRITE_REVIEW,r-cI2HKDCz2J8IKYs6wk4v8g
Scarborough-Canada,LOCATED_IN,Canada
Sauce,IS,Hot
u-P41ptyME4S7rLnejVGJmUA,RATE,b-UaMq3DUhtkoZ5WCEQm2T9g
u-8-SNN-os_lWTxOdWFROIAA,VISIT,b-pU7L-CQpl4syUwfEGAlb8g
b-MgsOZpYSntKSCzNROiWgYQ,HAS_MENU,Tandori_Chicken
u-fnRdoNpRPaIiafKCmA7eCA,WRITE_REVIEW,r-ygfQX31SqFgUgUUMBbRQfw
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_MENU,Bread_Pudding
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-ZmOEYGHqJl_g1AdfdFcHbg
Food,IS,Delicious
u-zwhty_ZmxbHAHoDfMjNbag,ORDER,Rice_Pudding
b-MgsOZpYSntKSCzNROiWgYQ,IS,Fantastic
u-7O1_x_3IlgjpY9BkiZ16xQ,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
Tasty,ASPECT_ATTR_FOR,b-V_jIfMz9Z7a5mthleRq0_w
u-hrThx_nXKfdElLbpF-8V3g,VISIT,b-DJuQgsoj-qmU0i5iTAa4aA
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_CATEGORY,Food
u-Wijpg5rI__kbZlb6sXt9Bg,RATE,b-7xA6iSP0Ndn08tpBFQtUKA
Service,IS,Outstanding
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_REVIEW,r-44bnsuS3ldV2kILyzouyhA
b-LwXo16VrGPhhOWc_Wj7ifw,HAS_ASPECT,Food
b--p-CuUMzN0HQz9OCQ8SZOA,HAS_MENU,Channa
Tasty,MENU_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
u-x55o0GbZEPL_D1Ct9Em03Q,VISIT,b-dg4EMyM1feTEWfLPSbunrg
u-thzz3CVK6feb7ZK_yG4vmA,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
u-cPxZRvtS4tmdd4d7lC38Ng,VISIT,b-MgsOZpYSntKSCzNROiWgYQ
u-krE33Y_64V9cp75q5ddhWQ,VISIT,b-DKqhCd3Vwl3CEo8vUHhLYg
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_REVIEW,r-WqUR40-Gdm3MWL7x2dNSug
u-9I_bGtq4ArV_dg4crERv_Q,WRITE_REVIEW,r--Ff2CklHhhiKK_OciJlPrA
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_MENU,Curry
u-A8ERCVRBmPtgG8vgeqAF9A,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
b-f7RXwcus_-EOsR0q5ctVjw,HAS_REVIEW,r-S_GxRSM1mP09hwgsEYq2dw
Bad,ASPECT_ATTR_FOR,b-h-psPOmlY0mCOflb3S3rdQ
u-j3M8vbfJLnmaZroWtabVaQ,WRITE_REVIEW,r-9yvBfI4Wnds4uFK8y59_iA
b-xA6L2w_TlbxHubb1xeBE8w,HAS_MENU,Muttar_Panir
b-j9YFHVQqxM_qKHIc4nck-A,HAS_REVIEW,r-dF-rXFuDxaW2h8Q7HBg4aQ
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Chai
b-j9YFHVQqxM_qKHIc4nck-A,HAS_ASPECT,Food
u-fi38ETFUNBBndrkKqLqUtA,WRITE_REVIEW,r-ttJV4r9zDpIZf-4kFrvqGw
u-ZbU40C9od3CA2CANZJ-LQg,RATE,b-W_9ophRRWO924hn1S-y2Hg
Staff,IS,Attentive
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_REVIEW,r-hoCARuX2ueG8la2K2PCPEw
u-XXHMv22aIQBGeLIWJoe8CQ,WRITE_REVIEW,r-_qJDpQixX4vFWbS8B_vI8g
u-E1hLHq6LZ6AoSJzW-oT4FQ,VISIT,b-7xA6iSP0Ndn08tpBFQtUKA
Staff,IS,Friendly
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Chutney
Great,ASPECT_ATTR_FOR,b-j9YFHVQqxM_qKHIc4nck-A
u-KMfMN0CabpKOGpHmGpw8Tg,VISIT,b-qcqDjeirxvdgW5kQVkEwSA
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_MENU,Naan
u-cgQUUQlxBVs42OG647SIsA,RATE,b-LwXo16VrGPhhOWc_Wj7ifw
u-K5nBbPNYMhFpTdcucG9a_g,WRITE_REVIEW,r-nhkVamYcwGKbPpeI0M5jOQ
u-pHMEXcu8OtnlVp7iNRBA6w,ORDER,Dinner
u-qUL3CdRRF1vedNvaq06rIA,ORDER,Chicken
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_MENU,Eggplant_Dish
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_MENU,Lamb_Vindaloo
u-JIKywBVrWyfKYqhZAt0D-g,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
u-BpNAPKjA2O6rTu5APobHjQ,WRITE_REVIEW,r-9iWWarHn1ATcncQBPYUgrA
u-Rc_53_nG895CxygTRRuDmw,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
u-IbBN7msvCU8sO55o1pfgyw,WRITE_REVIEW,r-vupq2QnQvqk4Cn9-HT7Pzg
u-Vd6N3Dc9rtho-hOspaKQSg,ORDER,Chili_Chicken
b-h-psPOmlY0mCOflb3S3rdQ,HAS_REVIEW,r-I-qU-kXZ5h4yNWzq0Wp9kA
b-j9YFHVQqxM_qKHIc4nck-A,HAS_MENU,Chili_Fish
Exceptional,MENU_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
u-n707vJzYdIJ99k9rBHQ-kA,RATE,b-bO_JX-lDo5D5JGZhK5Ly3A
b-35KvoWbA3kEsdckaWqG3OA,HAS_MENU,Goat
Well,ASPECT_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
u-I-KJH-Zpc6DB4BEMC-WDPA,WRITE_REVIEW,r-unYTpAGanP_9mnjy89DtAQ
b-eRZuxjnaMviiVyvhejwTBQ,HAS_REVIEW,r-C5ApkSepwC82WryX42ScEw
u-ND3UnouUykHdEQ1t7x0DvQ,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Goat
u-oCXlO9gzXBG5R_68fnV8Fw,RATE,b-oVuZtlCFg_zF090Nhtp0Ow
u-vbVV3lLCe2l2foQCdeKNew,WRITE_REVIEW,r-bUldmdKiiINDVb79ot_veA
u-uf95iifC_TQ-DtDs0rtiXg,WRITE_REVIEW,r-FSoXJ3_-Shpr8hxGpey0RQ
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_MENU,Butter_Chicken
Food,IS,Authentic
Mango_Papri_Chat,IS,Tasty
u-YXB5TW8nhk3HtrVQx1ltyQ,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
u-1dWKT_QG9yvMVBuoDGhavQ,VISIT,b-TTCZkfxt0GW8YUzdVe0PrA
Samosa,IS,Good
b-gsc1j3RZQdScBnULSwaV9A,HAS_MENU,Naan
Good,MENU_ATTR_FOR,b-DxbdfvNYPCyiLJDDPJK3Tg
b-h3_Jnt_y0VPaC5x5kCWY0w,HAS_MENU,Halwa_Puri
b-COfzp0tze_F8N13zn40zzg,HAS_REVIEW,r-SlZQ_1aF8zuPcz0-cxfi_g
Staff,IS,Great
u-phri5KGECBoY5CXM7AGIQA,VISIT,b-xYpAg60oZVbOtSYgrOKBgQ
Clean,MENU_ATTR_FOR,b-oVuZtlCFg_zF090Nhtp0Ow
b-0cf-w9PK5gLkBkitL3bdqw,IS,Clean
u-kVA4yCga39k7oAB5bAy8Qg,RATE,b-qcqDjeirxvdgW5kQVkEwSA
u-Vd6N3Dc9rtho-hOspaKQSg,VISIT,b-_PKXarw3GjlbwbXhjdpUMA
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_REVIEW,r-dQMMJxKGXSUhkfqqkvgEcA
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_ASPECT,Service
u-pn_flI3EBNugBEYFp9okxQ,WRITE_REVIEW,r-4SS2ckSLoE4_b3p1wJTykQ
Food,IS,Phenomenal
Service,IS,Excellent
Customer_Service,IS,Terrible
b-gA4bnK91phT5FTzG4ki3Dw,HAS_REVIEW,r-1ksObt52t26sF1Z8dQSEHw
b-V_jIfMz9Z7a5mthleRq0_w,HAS_MENU,Chicken
u-nrUz27WKP4CCRaVhacp4jw,WRITE_REVIEW,r-hqKV8qkCYM0IVNpyb2blwg
u-JYxejNDBlyiQJQDVi4HCWA,RATE,b-UaMq3DUhtkoZ5WCEQm2T9g
u-nrUz27WKP4CCRaVhacp4jw,RATE,b-scM6rLQqoz5dEIgwz_JFsg
u-RtXUU6wCX8HHgYCfUXxWFw,WRITE_REVIEW,r-KEr9jakJkMYdutqFlMZDJQ
u-AVPIsBnCxr-tQ4V5799pkQ,VISIT,b-k9PfKE7KfztoMpOSx25UpA
b-dg4EMyM1feTEWfLPSbunrg,HAS_REVIEW,r-lb-tmUpljNwAe3lZeVoNbw
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_ASPECT,Service
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Madras
u-2xFtQEr96FUtwQ48KsIvCQ,RATE,b-f7RXwcus_-EOsR0q5ctVjw
Available,ASPECT_ATTR_FOR,b-eRZuxjnaMviiVyvhejwTBQ
b-_PKXarw3GjlbwbXhjdpUMA,HAS_ASPECT,Staff
u-3cbiF3roJdzvsp4heS2c5g,VISIT,b-0cf-w9PK5gLkBkitL3bdqw
u-DFLXok6LzuMkoPLnYEL-Ig,WRITE_REVIEW,r-iV2pikztNJhU7mpsD2XwIw
u-omNj7MnqLM7-uFLNS6itLQ,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
u-FkD-nunEpZHQQnC0zwxFdA,WRITE_REVIEW,r-d84isAZUrcQM9_Ip8DEL5Q
b-UaMq3DUhtkoZ5WCEQm2T9g,HAS_MENU,Biryani
Service,IS,Friendly
u-waSAVh9FIdCNGEJp1_wq5A,WRITE_REVIEW,r-GTeAjjwjA1DRgFYCRJK2WA
Staff,IS,Friendly
b-MgsOZpYSntKSCzNROiWgYQ,HAS_REVIEW,r-Z_5bB4QSofAxngMT3GwZKA
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-wfBCV0cWeABKYtVFW3FZEg
u-SpXtZ--ccIMahzjkYlx4lA,WRITE_REVIEW,r-m0KAC8u-OBCWrnYnIw7cxA
Naan,IS,Bad
b-BxkVct02QHybp54ATZgkUQ,HAS_MENU,Naan
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-2kASmrCtUJHmWJq4e5j46A
Amazing,ASPECT_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
Staff,IS,Friendly
b-geMa0_CtMOctkUhf_JXK9Q,HAS_MENU,Saag_Paneer
u-aLwumN90Oy2AKigDTxjMLQ,VISIT,b-hubbaEcYPYEZu5Ziz6i0lw
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_REVIEW,r-VLsMcZvafpmm-EcyHGJU1Q
u-25D2Dcv4njPbbO13gPOGnw,WRITE_REVIEW,r-8S30fvkfEs5XWYJ5H3j3QA
u-O4U-S6ZQcFRdBsGbGB9Pfw,VISIT,b-8PZGCtgG5MZKvz9i3B9gCA
u-GrUCjpll6wTlcEhjuabHTA,VISIT,b-Pzs43Fkub-6A9hA1zqpF_w
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_MENU,Chats
u-e36kRKyjB36CzB0Bkdk8ow,VISIT,b-MMOEaEcq-bsg_RYWHSC4_g
Staff,IS,Friendly
u-3rpAsDtWFn77ROqL3X1PGw,VISIT,b-idrN6XWKErG6nKDsEMNbOQ
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_CATEGORY,Indian
u-p7twKFLssuOd5_QMJAmRYw,VISIT,b-c4qE3ygdEQUD9dZjganavA
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_CATEGORY,Indian
u-WcLp2MB0EloBPPEc5RDUAw,WRITE_REVIEW,r-KhpT8kM4_fgy9OGfiNrhrA
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_MENU,Chicken_Shahikorma
u-5B6sAYLSEv48LIDe7M8hsw,RATE,b-qcqDjeirxvdgW5kQVkEwSA
u-uQ8n0xWLk-heB9D4NmqQgA,VISIT,b-GC9Re0tKAnecMww3DB638g
u-BynpqTILMY4OLLG9PgrKzQ,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
u-xDVaF_b3RhqinCyAb52LUw,VISIT,b-f7RXwcus_-EOsR0q5ctVjw
u-yBcTOONqqdC3DUUEAc14_w,RATE,b-jb0-JZMt-6Khsh-VwsDtLQ
u-L-IwJ7QPpg381tOfl61x7A,RATE,b-sUGlSS0AF2xPYFEjvKJbSA
u-Yz77uNLKFzS9rlQYOgbQSg,ORDER,Mixed_Grill
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_REVIEW,r-eHvq4x2NQmb_adgNsPUUeA
b-Pzs43Fkub-6A9hA1zqpF_w,IS,Great
u-jcuPbHBcDSw678G55ZtloA,WRITE_REVIEW,r-0dl1isB-TysI9PUxU0g1GQ
u-TaJ3hRYUW9Z82HF0qc4hFQ,RATE,b-pU7L-CQpl4syUwfEGAlb8g
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-xtIcRjP3iEhiyWZbcQ-AtA
u-_fq0kJ5xjKQa2Ei3OZ0igg,VISIT,b-COfzp0tze_F8N13zn40zzg
u-S3h-0vC4OwyahD0idAIdRQ,WRITE_REVIEW,r-ngR7kLqH9IDB2bPQZnhNpg
u-Rm3tscU-ExwqXp3xkN-1Sg,VISIT,b-jb0-JZMt-6Khsh-VwsDtLQ
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_ASPECT,Staff
b-qhKNZTtTT6GLnPzQny-v9Q,HAS_REVIEW,r-9IxkYoPXtN5RxCt5Hl210w
u-UViJSzX9sFngutKAuEJbog,VISIT,b-y4z0iQZWN4R2Fk8SiPQU5A
Mutton_Dish,IS,Sublime
u-r98FaAOAoJDCPp384XpcYA,VISIT,b-3frFidAcPVYAFB2RxxkIdA
u--zXaFNM5RS3IBaF4dC-RLg,VISIT,b-DJuQgsoj-qmU0i5iTAa4aA
Service,IS,Great
u-2oj7KXXuBXOGfnLs0rCwkw,RECOMMEND,b-ICUCAzUZFiWkYs7iCtNCQg
u-xig3gl2cy1EdXKe8PfCuFA,RATE,b-NHDdAZJqS3cf_K6HYxoQ9w
b-S4qUsi44l5D9BbUCkhwQEA,HAS_CATEGORY,Vegan
b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Service
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_REVIEW,r-d84isAZUrcQM9_Ip8DEL5Q
Heavenly,MENU_ATTR_FOR,b-TTCZkfxt0GW8YUzdVe0PrA
u-zmkfyobdU1ZGm_xXIMFOzQ,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
u-AEgYsg7EHi-Z6j8R3vd06w,WRITE_REVIEW,r-PuPsB-te5UckQwOWni1ung
