,subject,predicate,object
21457,u-nrZkFVzpnaFaKAl8_gzkqA,WRITE_REVIEW,r-rE42UNJVLLdPBem0gsOFqg
21458,Perfect,MENU_ATTR_FOR,b-oVuZtlCFg_zF090Nhtp0Ow
21459,Lamb_Vindaloo,IS,Good
21460,u-Ro5KPM_zfuCbIVeql_vJAw,RATE,b-kG0N5urz2lkPEBDPjqFR3w
21461,b-8grTRpmD9JYRPWayoLxg0w,HAS_REVIEW,r-8hyklN-PDItOzZJPMud9ig
21462,u-XCRZlj1aTmH0JoFJSZ0GSg,RATE,b-OZwMMnRncrp7_uC-N3vV1Q
21463,b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_ASPECT,Food
21464,u-OIVAJo8QryN-bJOjOvxkVQ,WRITE_REVIEW,r-kASsMufhb8J3OCoo_32oqw
21465,b-hubbaEcYPYEZu5Ziz6i0lw,HAS_MENU,Tandoori
21466,u-12WATd_fLodHu2woJvHe6w,WRITE_REVIEW,r-ZcwmKOpSS4v0Caa0ydOzMg
21467,b-TAnzFr9NixvCbvUdJMWL5Q,HAS_ASPECT,Food
21468,Staff,IS,Friendly
21469,b-sUGlSS0AF2xPYFEjvKJbSA,HAS_ASPECT,Food
21470,u-HcjILZhw0g4lzO3IHhZuOw,VISIT,b-0cf-w9PK5gLkBkitL3bdqw
21471,b-h-psPOmlY0mCOflb3S3rdQ,HAS_REVIEW,r-C24gcu0hWeala00RBq11LQ
21472,b-xA6L2w_TlbxHubb1xeBE8w,LOCATED_IN,Pittsburgh-United_States
21473,u-3bWTUkL1Wb5TEJJ9yDVqDQ,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
21474,Service,IS,Decent
21475,Staff,IS,Friendly
21476,u-_4YSlCbm-WHGbmut-FCeuw,VISIT,b-TTCZkfxt0GW8YUzdVe0PrA
21477,Lamb_Vindaloo,IS,Divine
21478,b-f6T2YaTfGoSyQV-l4jzrjw,HAS_ASPECT,Food
21479,b-8PZGCtgG5MZKvz9i3B9gCA,IS,Awesome
21480,u-HNrz6Xe7PoLjUp8kBUDykQ,WRITE_REVIEW,r-KDkXbHPh_VUPTCeMseOz3Q
21481,Chicken_Biryani,IS,Dry
21482,u-8aLT_B8aX0e32QBn1mc4vw,WRITE_REVIEW,r-F4VqO2OKzrSR5-g2g-KALg
21483,b-h-psPOmlY0mCOflb3S3rdQ,HAS_REVIEW,r-U5AAVIZPGCpeXkxB-IIf0Q
21484,Dense,MENU_ATTR_FOR,b-DKqhCd3Vwl3CEo8vUHhLYg
21485,b-gA4bnK91phT5FTzG4ki3Dw,HAS_CATEGORY,Indian
21486,Good,MENU_ATTR_FOR,b-CB99Ifh4OnBTnuNdRjj_fQ
21487,u-9p6B0BZhUREP4-Ua_xD4bA,RATE,b-_PKXarw3GjlbwbXhjdpUMA
21488,b-Ksk5cLav4OtbUtpRGp5b4g,HAS_ASPECT,Food
21489,b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-sQ0yd_QDBNvcK0w4ATBGaw
21490,u-HeRY_GdwfXE6H7BMqjwI0A,RATE,b-oX6y1Jm1jYLoWifmIrtaSQ
21491,u-a0PFhUOtI7Rb1UVyTEZdiQ,WRITE_REVIEW,r-e2ylVnRuclN37TPKbuOeSA
21492,b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_REVIEW,r-oFpePLOF5QyNcb-J3c5Ing
21493,Great,ASPECT_ATTR_FOR,b-0zTLMQOZhiCp9GFtegiFsw
21494,b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-J2wyzyMZzgQtkyBu9mk7PA
21495,u-Fzw-tMEWls7A6fN-UIdJpQ,RATE,b-0cf-w9PK5gLkBkitL3bdqw
21496,u-xCAwgus9fWEIrv5GvwykEQ,WRITE_REVIEW,r-0yxUoy57b-8cHJEwlqjhXg
21497,b-f7RXwcus_-EOsR0q5ctVjw,HAS_ASPECT,Staff
21498,b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-4vjVBJGE4HyLkWzka2B0XQ
21499,Great,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
21500,u-4iGLmf-RR69KhpjIk-EMPw,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
21501,u-HKdCl7uryk0M0_G4SNDKZg,VISIT,b-35KvoWbA3kEsdckaWqG3OA
21502,Outstanding,ASPECT_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
21503,u-6x3aIb8SLZcOFcHEcWBLog,VISIT,b-hubbaEcYPYEZu5Ziz6i0lw
21504,u-Rc_53_nG895CxygTRRuDmw,RATE,b-TTCZkfxt0GW8YUzdVe0PrA
21505,u-4XumCjcCk9sHVfXXTsHzcw,HAD,Food
21506,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_REVIEW,r-SASJ-l1AzxJR7fTH3qpSww
21507,b-j9YFHVQqxM_qKHIc4nck-A,HAS_REVIEW,r-hQhgljoT2913Cy6CUh37NA
21508,u-omX8yy0m_dZCnv3GJfYiSA,LIKED,Food
21509,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-qyOBdo23hOV0MnnEPgDXDg
21510,u-FQo8HxOxlhMgDQod9NwfHQ,RATE,b-XNL6PRXaQxyDO2yeBdy11w
21511,b-De8Z9rLZOmf-icp3gDxCZA,HAS_REVIEW,r-AjA7_MOVEx1oMCNjFqVvow
21512,u-BUezGOiuNFE10oQn4uKS8Q,WRITE_REVIEW,r-XZdWLuS9PP_MgNnYTDOY8Q
21513,u-khRG2oMmAOXA7C1U7P1j4w,HAS_FRIEND,u-hG0FxhGxIz5mv1ezaKcQiw
21514,b-qhKNZTtTT6GLnPzQny-v9Q,HAS_ASPECT,Food
21515,b-7vgWonwfqRt9pxR1c00Ulw,HAS_ASPECT,Take_Out
21516,Delicious,MENU_ATTR_FOR,b-7xA6iSP0Ndn08tpBFQtUKA
21517,u-pXZu2slCZS3BbFyG_UCG5Q,RATE,b-5eDg_Y2N6aU_k7tIxoFXTg
21518,u-EbxSw9f02Lg4teiC75X6rQ,WRITE_REVIEW,r-GdKloN0PJsUkLEK0Cl20ng
21519,u--RA9NLalwmRTOX_8UMHnVQ,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
21520,u-2mKI7s51PD-W5t8CrCRjNA,VISIT,b-3wJ4kJsJhayyfJ30HsS04g
21521,u-1zhTy4Uy6Qv-fqHPSjMrnw,VISIT,b-AZKhBlrI5vgTBm3j9WwnbA
21522,L'Île-Perrot-Canada,LOCATED_IN,Canada
21523,u-HftGlY0aSWl0MYWY8JYCdg,RATE,b-OZwMMnRncrp7_uC-N3vV1Q
21524,Chicken_Masala,IS,Terrible
21525,b-qcqDjeirxvdgW5kQVkEwSA,HAS_REVIEW,r-VYGP0-OYd8t-DtIxDSVrlQ
21526,u-nLADCnXaYRlx4jYJcHcGdA,WRITE_REVIEW,r-VBDA5U1yHY5cBjFf6KS6iQ
21527,u-PLIBoFMlQjM-FKqMCHnwgw,ORDER,Shrimp_Rolls
21528,u-r2MM-UPP0s4CH7ozc3QIeA,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
21529,u-G-pUjm-FGYGibs_syjTHWQ,WRITE_REVIEW,r-qDQCYQtsWBJoyRrDmAQ3LQ
21530,u-gfM6BOCDmSUKelvVDgI0MQ,RATE,b-y4z0iQZWN4R2Fk8SiPQU5A
21531,b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_ASPECT,Service
21532,b-7vgWonwfqRt9pxR1c00Ulw,HAS_REVIEW,r-nXTB2v-9quWXkWOB0sEdjg
21533,u-7hR-v0xxQaClIDrqxgjjvA,VISIT,b-Ksk5cLav4OtbUtpRGp5b4g
21534,Service,IS,Respectful
21535,b-0zTLMQOZhiCp9GFtegiFsw,HAS_ASPECT,Staff
21536,u-gJqr0dtJQHt6CAzcm-n8lQ,VISIT,b-S4qUsi44l5D9BbUCkhwQEA
21537,Food,IS,Bad
21538,u-HgCv2lm-GuACRanD7bSqyA,WRITE_REVIEW,r-4ITfcZwEh5XET7CDinBxrg
21539,Good,MENU_ATTR_FOR,b-eRZuxjnaMviiVyvhejwTBQ
21540,Perfect,MENU_ATTR_FOR,b-ZJ0gQp0fcnIDiZv0m9--Gg
21541,Food,IS,Tasty
21542,b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_REVIEW,r-j07jHggTCIHer3HFl5l8mg
21543,Outstanding,MENU_ATTR_FOR,b-c4qE3ygdEQUD9dZjganavA
21544,u-1mWIqaYBzZAoz9dElYm9dw,VISIT,b-oX6y1Jm1jYLoWifmIrtaSQ
21545,u-k-wA4IGgPBsrljO0ZnCeug,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
21546,Delicious,MENU_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
21547,u-uH2bJ1_c8Q_cUgKQFZEowg,VISIT,b-LZWXP-D4YPlzsFjVx6b9XA
21548,u-hFDFHO70fyENIQ1bbtYufQ,RATE,b-bO_JX-lDo5D5JGZhK5Ly3A
21549,u-G87gp24y1e96qj8fRpNROQ,VISIT,b-oVuZtlCFg_zF090Nhtp0Ow
21550,Food,IS,Excellent
21551,Fresh,MENU_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
21552,u-joVIFfnvr69XWDFLNEEcUQ,VISIT,b-7vgWonwfqRt9pxR1c00Ulw
21553,Good,MENU_ATTR_FOR,b-gXLiBVCHIqoPEw2CaP3QmQ
21554,u-bVoHnrdKUba0y1gQk7KGGQ,RATE,b-tIXpNWE6R1yadAThbSefHw
21555,b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-Yp94erUqSvJDHuZqprVvbQ
21556,Tandori_Chicken,IS,Awesome
21557,u-TzfCd4D3e3hr-858wlv2ww,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
21558,Good,ASPECT_ATTR_FOR,b-CvOxwAhmwwy3sQRKYVAjGg
21559,u-7vPkGspK1jDpC1PwddbORQ,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
21560,Rice,IS,Superb
21561,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Dinner
21562,b-gsc1j3RZQdScBnULSwaV9A,HAS_REVIEW,r-stiGK3yk5bbI6zdC5kfeCw
21563,u-wu6KPWT04i56P4bB1iY73A,WRITE_REVIEW,r-wcMkrLqszsCwEx40XQK3IA
21564,Scarborough-Canada,LOCATED_IN,Canada
21565,u-oplWgjTUMVyIohDvtF_Hcw,WRITE_REVIEW,r-SASJ-l1AzxJR7fTH3qpSww
21566,Perfect,ASPECT_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
21567,Chai,IS,Good
21568,u-8q4qgrHmNn2OHLb8g3nHGQ,WRITE_REVIEW,r-ZxuWMGV0pDPQ24z_8AoTiA
21569,u-TpKaOVD8dGL6nMAMNg0p0Q,VISIT,b-0cf-w9PK5gLkBkitL3bdqw
21570,b-gA4bnK91phT5FTzG4ki3Dw,HAS_ASPECT,Service
21571,Excellent,ASPECT_ATTR_FOR,b-5VOqWjRXUPc7b1A_NSI9mQ
21572,u-RrL8OvToV0Qo2DJW4vJ7ow,VISIT,b-0cf-w9PK5gLkBkitL3bdqw
21573,u-P7EV3yrn1PLHDBX6rF6qIg,WRITE_REVIEW,r-510pZ8sH9fo8zmmm8fKIJg
21574,u-il4pARn-6muHdOneCf-4BA,RATE,b-vZu3xxlMQSqFngDgdFLfXg
21575,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Food
21576,u-3Uv0dGI2IXJb2OUj8R2GJA,WRITE_REVIEW,r-lnyXTjYNpMQhQjUbtij8fw
21577,b-h-psPOmlY0mCOflb3S3rdQ,HAS_REVIEW,r-SEQH799K6cOVc23Cx3gEwg
21578,u-3WeQUfzOZxZR71NnTWKMEg,RATE,b-qhKNZTtTT6GLnPzQny-v9Q
21579,Ready,MENU_ATTR_FOR,b-LwXo16VrGPhhOWc_Wj7ifw
21580,u-ylku-3TJU62S1mnKlxDDtA,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
21581,b-Q8uwArm4h8bhsqxw84Gd8w,HAS_REVIEW,r-laehVptdMgHvoSNTBbTtcw
21582,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Bread
21583,Great,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
21584,Service,IS,Fine
21585,b-kG0N5urz2lkPEBDPjqFR3w,HAS_REVIEW,r-y3jZL0tPkXz3wD-l9j9kLA
21586,Good,MENU_ATTR_FOR,b-UaMq3DUhtkoZ5WCEQm2T9g
21587,b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_MENU,Naan
21588,b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Choolaah_Salad
21589,Great,ASPECT_ATTR_FOR,b-ZJ0gQp0fcnIDiZv0m9--Gg
21590,u-69MbRPKuq7qdlpWNdUrDNQ,WRITE_REVIEW,r-FPMFEkI0-1L_UlqFaCmK2g
21591,Affordable,ASPECT_ATTR_FOR,b-qMw7mFHAjgG7qN82aXmeZg
21592,u-VnVoplb5vrdB2EU1GzzHsA,VISIT,b-BxkVct02QHybp54ATZgkUQ
21593,u-fnRdoNpRPaIiafKCmA7eCA,WRITE_REVIEW,r-ygfQX31SqFgUgUUMBbRQfw
21594,Soft,MENU_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
21595,b-P4h8kgy_48oE9vCHJc4BCQ,HAS_MENU,Naan
21596,b-3frFidAcPVYAFB2RxxkIdA,HAS_REVIEW,r-kyhWjjkQ8UA1R-Jb0SWKrg
21597,b-gA4bnK91phT5FTzG4ki3Dw,HAS_REVIEW,r-L5F2p0JdRr6j08aeCJ4jvw
21598,b-vCx6uieEF0W0mKFK4sT3Yg,HAS_REVIEW,r-DLyWEHigOtZ8s_-pdBwPPA
21599,u-SalzPkE0sbOXF7erSlOKSQ,RATE,b-scM6rLQqoz5dEIgwz_JFsg
21600,u-XmsYOTZIpq-ZLyNnGtgjgw,VISIT,b-MgsOZpYSntKSCzNROiWgYQ
21601,Good,MENU_ATTR_FOR,b-geMa0_CtMOctkUhf_JXK9Q
21602,u-vlou5a25r_5D5Pk2Yk3NLw,VISIT,b-LwXo16VrGPhhOWc_Wj7ifw
21603,b-Pzs43Fkub-6A9hA1zqpF_w,IS,Well
21604,b-Pzs43Fkub-6A9hA1zqpF_w,HAS_REVIEW,r-AFJJb2nPnWHG69xfSiiIMA
21605,u-qntY0ozRmYOzaIaDDyc_6Q,RATE,b-De8Z9rLZOmf-icp3gDxCZA
21606,u-Y7UHVWCy6eUqhZ3Q7wY4pg,RATE,b-NHDdAZJqS3cf_K6HYxoQ9w
21607,b-mOsKIonnlHllP9gfbXdgnQ,HAS_MENU,Biryani
21608,u-GbE4b9qRrrOEAvRFXvZrfQ,ORDERED,Food
21609,u-WLW4NbV76Ij-0Aj3pQp4wQ,RATE,b-jb0-JZMt-6Khsh-VwsDtLQ
21610,u-X9sQEge15Ud_UyEoIk-l3A,WRITE_REVIEW,r-dF-rXFuDxaW2h8Q7HBg4aQ
21611,u-7KfPI_otF_Lw27dL_y0aag,RATE,b-Ksk5cLav4OtbUtpRGp5b4g
21612,Tandoori_Fish,IS,Pricey
21613,Awesome,MENU_ATTR_FOR,b-8PZGCtgG5MZKvz9i3B9gCA
21614,Tikka_Masala_Chicken,SERVED_WITH,Rice
21615,b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_ASPECT,Price
21616,b-scM6rLQqoz5dEIgwz_JFsg,HAS_REVIEW,r-vq4JZ_lsmS_FR3IaAcMCfw
21617,u-A-IkCqnYosZa49XD9qiSww,WRITE_REVIEW,r-1eWMHB_SYccksaZtSQVqIA
21618,b-MMOEaEcq-bsg_RYWHSC4_g,HAS_ASPECT,Food
21619,u-Na7xuGDsbPUdtGp8fIzJsw,ORDER,Butter_Naan
21620,b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_ASPECT,Food
21621,Food,IS,Excellent
21622,u-T9f3M6hFs6R3ayRc0QCTwQ,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
21623,u-Ywq-0nNsdR7byGWgfi4XxQ,ORDER,Basmati_Rice
21624,u-cXlHM3XZRWmiBqVlFZM-Ig,VISIT,b-7xA6iSP0Ndn08tpBFQtUKA
21625,u-2c0R5c7lCLq81N9hH70FAA,RATE,b-Dd1w7xR7Xs3bthwusgy33Q
21626,b-35KvoWbA3kEsdckaWqG3OA,HAS_MENU,Naan
21627,u-JadFtuFHdE9E9DZiFnKCjA,RATE,b-0zTLMQOZhiCp9GFtegiFsw
21628,Food,IS,Excellent
21629,Fresh,MENU_ATTR_FOR,b-UAXz2KC1aXpxzV-MLdXbmQ
21630,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_REVIEW,r-S6TuPGVuj7goBp_AB7wMOw
21631,u-5Yp97FvmqfWrymhsOxb2bw,VISIT,b-LwXo16VrGPhhOWc_Wj7ifw
21632,u-IBOElU0CctRdYSVQRHSxyw,VISIT,b-gXLiBVCHIqoPEw2CaP3QmQ
21633,u-7I4DSE3vzdLcU6QRIvQeLQ,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
21634,u-B_-u1wqpcOWsjXbDFY9JBA,WRITE_REVIEW,r-c5OEd2BUEM7gJj_yJeSOpA
21635,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_REVIEW,r-CjMM4wPcF7omQS5OJ90j9w
21636,Reasonable,ASPECT_ATTR_FOR,b-j9YFHVQqxM_qKHIc4nck-A
21637,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Rice
21638,Masala_Dosa,IS,Delicious
21639,u--s1vboE3TrHcieEsKh0kJQ,WRITE_REVIEW,r-UXKKXKAVD0mwqB-9aV0URQ
21640,b-eRZuxjnaMviiVyvhejwTBQ,HAS_MENU,Beef
21641,b-MgsOZpYSntKSCzNROiWgYQ,HAS_REVIEW,r-XzqiO2P-f8VwYfSEu2Rt4w
21642,u-nV-0o4NVrcOtIY4w_t32LA,VISIT,b-TTCZkfxt0GW8YUzdVe0PrA
21643,b-dg4EMyM1feTEWfLPSbunrg,HAS_CATEGORY,Event_Planning_&_Services
21644,u-RHthJ9cMSYjfbFZ63XkJ4w,WRITE_REVIEW,r-6e_vzm5DnpyHoGcUkTPQdg
21645,b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-JF8mIvYVeQvig925f8WfaA
21646,u-I22QueJ7v1WQu9LAmjeXlg,WRITE_REVIEW,r-mEL92Yi39XBIQH5Vj8Pd6Q
21647,b-TTCZkfxt0GW8YUzdVe0PrA,HAS_REVIEW,r-wJaTtJy_UnUPHoxVzgXuIw
21648,Service,IS,Attentive
21649,u-rVsu1V6P7pJom8eJbE9tow,RATE,b-Eu-M3y8a5bIxIRXlCj9yHA
21650,u-NPPnwMFQjv80vV2mQr8tdg,ORDER,Dinner
21651,b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Mint_Ginger
21652,u-Vd6N3Dc9rtho-hOspaKQSg,VISIT,b-_PKXarw3GjlbwbXhjdpUMA
21653,u-nh4xURBFqZbBaP1Lzem_Uw,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
21654,b-W_9ophRRWO924hn1S-y2Hg,HAS,Madurai
21655,u-kzz4lKJl5b-Kqs6f_H7u3w,WRITE_REVIEW,r-_-lQ31cf7mNNQBzrj3J23A
21656,Service,IS,Terrible
21657,u-uJ8vU_PYpcj9V8_wGfGyhg,WRITE_REVIEW,r-JIcR9ifffqVZJ1ObNuRFMg
21658,b-0zTLMQOZhiCp9GFtegiFsw,HAS_ASPECT,Food
21659,b-j9YFHVQqxM_qKHIc4nck-A,HAS_REVIEW,r-AkLYqGchrdVrn3sLsCAYTQ
21660,u-M4P02bBbTauuwP6OhGpT-g,RATE,b-ZJ0gQp0fcnIDiZv0m9--Gg
21661,Sauce,IS,Flavourful
21662,Great,ASPECT_ATTR_FOR,b-xSuR0FK8cHzBLXowCV3Pyw
21663,b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-MqjSVqb5x8SyGUGPYw3mMA
21664,u-xFIRMv2R52Y08yVqI_N5bg,VISIT,b-Pzs43Fkub-6A9hA1zqpF_w
21665,b-S4qUsi44l5D9BbUCkhwQEA,HAS_REVIEW,r-vQ6NOYrfY1fCbWgzbCALPQ
21666,b-kG0N5urz2lkPEBDPjqFR3w,HAS_REVIEW,r-5pTb8xX8rrhG5PDbETSkXQ
21667,Great,ASPECT_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
21668,u-fqJmWGfJy19cEynxRSGo4Q,WRITE_REVIEW,r-wVjj-tYn1IsD0258cWWOvg
21669,u--zXaFNM5RS3IBaF4dC-RLg,WRITE_REVIEW,r-mMLgykbYQLh4eG3S4wgrXQ
21670,Calgary-Canada,LOCATED_IN,Canada
21671,b-ZNdV9ytExuxPTXSN8i2xhw,HAS_CATEGORY,Breakfast_&_Brunch
21672,b-Ksk5cLav4OtbUtpRGp5b4g,HAS_MENU,Vegetables_Jalfrezi
21673,u-exVoGdv_J1KYwD5CuFO7eg,ORDER,Chicken_Tikka
21674,u-TzfCd4D3e3hr-858wlv2ww,WANT,Food
21675,b-TAnzFr9NixvCbvUdJMWL5Q,HAS_MENU,Biryani
21676,u-Nx4R_BdL5nspyQOgG3VwUQ,RATE,b-5eDg_Y2N6aU_k7tIxoFXTg
21677,Mushy,MENU_ATTR_FOR,b-SxuD7iY8QO88PNbSdNmNKg
21678,u-1LPtxqJsWLfCWHBOJvym8Q,VISIT,b-Pzs43Fkub-6A9hA1zqpF_w
21679,u-OQqBdDPBXYXQY0qRL20Dew,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
21680,b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_MENU,Samosa_Chaat
21681,b-yy_FhzQCeLreV21OBccPAg,HAS_REVIEW,r-pMsQkdPRWuouLow4DB2hOA
21682,u-FLqCcsb4ihFNm1pxCI5Stg,WRITE_REVIEW,r-MOGerH0_By6ONijXRKhUTA
21683,u-_RV3d1dSafPCOw9JcA6AkA,VISIT,b-35KvoWbA3kEsdckaWqG3OA
21684,b-NHDdAZJqS3cf_K6HYxoQ9w,HAS_REVIEW,r-i3HeqV3r2THbyuMT9GzDSg
21685,Good,ASPECT_ATTR_FOR,b-bO_JX-lDo5D5JGZhK5Ly3A
21686,u-XsoGLV1eNaSWxH03QqknnQ,WRITE_REVIEW,r-VNaVtQ4n4M_eTpHV8xh_2g
21687,Food,IS,Burn
21688,Food,IS,Decent
21689,b-kfwpXBsMQLqhUvscWB6b9g,HAS_ASPECT,Food
21690,b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Lamb_Balls
21691,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_REVIEW,r-xcQHGr8lulU_Z2lj3zkpZg
21692,b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_ASPECT,Food
21693,u-saXel2vsvMQsA4w7qqVkOw,ORDER,Ice_Cream
21694,Mantra_Masala,IS,Clean
21695,Good,ASPECT_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
21696,b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_ASPECT,Staff
21697,u-khRG2oMmAOXA7C1U7P1j4w,VISIT,b-f7RXwcus_-EOsR0q5ctVjw
21698,u-LPWSfa9mGf59P7KZg_eOdA,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
21699,u-AfkSDOjKn2k1IpmISO8XQA,VISIT,b-W_9ophRRWO924hn1S-y2Hg
21700,b-LwXo16VrGPhhOWc_Wj7ifw,HAS_MENU,Chicken_Biryani
21701,Service,IS,Great
21702,u-550PQtrBHqSUjafvzVzEsQ,VISIT,b-idrN6XWKErG6nKDsEMNbOQ
21703,u-gGCv9qdMRgAa39ao0Phr7g,VISIT,b-LZWXP-D4YPlzsFjVx6b9XA
21704,u-f_hu0EWLhP4LBu3SRmZWJg,RATE,b-h3_Jnt_y0VPaC5x5kCWY0w
21705,b-S4qUsi44l5D9BbUCkhwQEA,HAS_CATEGORY,Buffets
21706,u-omNj7MnqLM7-uFLNS6itLQ,STARVING,u-omNj7MnqLM7-uFLNS6itLQ
21707,u-InDrrRvQ9f732YGPX4Ixmg,WRITE_REVIEW,r-4cx3CYLdVKI81T8nHUVC7g
21708,u-s9m1lSJyedtZRJSuQBE5HA,WRITE_REVIEW,r-dWk_YkzguQVfSEBetOPUTw
21709,b-W_9ophRRWO924hn1S-y2Hg,HAS_REVIEW,r--58OvqiYSR4ZXORG6JPwng
21710,Terrific,MENU_ATTR_FOR,b-k9PfKE7KfztoMpOSx25UpA
21711,u-4bxhIKz9ePWqD93UkEjnbg,RATE,b-idrN6XWKErG6nKDsEMNbOQ
21712,u-t_fiqKCMYUXa9aahze1qFA,LOOKING_FOR,Food
21713,u-z-9-XZdrmRrOFpMKAQ2rvQ,WRITE_REVIEW,r-GxhSZCPxFJVayDa66TGHaw
21714,b-MgsOZpYSntKSCzNROiWgYQ,HAS_REVIEW,r-wBAGT8HlnTATmXS6xm5nbw
21715,b-SxuD7iY8QO88PNbSdNmNKg,HAS_REVIEW,r-bcRkIhVuL_xryPRLu2Karw
21716,b-S4qUsi44l5D9BbUCkhwQEA,HAS_REVIEW,r-G5Xq49mKULhycEF_grfvSA
21717,u-KHUBAdXo41QPUo2WCbaV3g,VISIT,b-De8Z9rLZOmf-icp3gDxCZA
21718,u-5ZF8fsF1byZEd8cmVrHjyQ,VISIT,b-h3_Jnt_y0VPaC5x5kCWY0w
21719,b-sUGlSS0AF2xPYFEjvKJbSA,HAS_MENU,Naan
21720,Wonderful,MENU_ATTR_FOR,b-CB99Ifh4OnBTnuNdRjj_fQ
21721,b-oVuZtlCFg_zF090Nhtp0Ow,IS,Amazing
21722,Food,IS,Hot
21723,u-bf2Twxnea_9NhIs-2lvK8g,WRITE_REVIEW,r-ULQ0g4IdqblWDvhpmB7l-w
21724,b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_MENU,Tandoori_Grill
21725,u-RZ4uVaorzaWMjeCBxCU55g,VISIT,b-oX6y1Jm1jYLoWifmIrtaSQ
21726,u-BsoJkLbamTSK4zbiN7h0zA,WRITE_REVIEW,r-V5GCP2-hnKDBHYxSoDZoMg
21727,u-g6Ssb2qrZTqKo6KWGrmAHA,LOVED,b-yy_FhzQCeLreV21OBccPAg
21728,u-RFcus5hdo-SoaQOED-sw5Q,RATE,b-COfzp0tze_F8N13zn40zzg
21729,u-Enkx_H-B0jp2tRLl84wOiw,ORDER,Chana_Masala
21730,b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_ASPECT,Service
21731,u-WfvvwznNNm-gLUzd6hEE2g,WRITE_REVIEW,r-z_sSr4k0ypTUTvsv5r6hAg
21732,b-BxkVct02QHybp54ATZgkUQ,IS,Perfect
21733,u-G-pUjm-FGYGibs_syjTHWQ,HAS,Service
21734,u-SCe2nY8q7x1Lozwf4tqU3w,VISIT,b-xA6L2w_TlbxHubb1xeBE8w
21735,u-HeRY_GdwfXE6H7BMqjwI0A,WRITE_REVIEW,r-Q0Q7hcApktvyrJxdDgZ50g
21736,Maharaja_Bhojanam,GOT_WITH,Veg_Curries
21737,Good,MENU_ATTR_FOR,b-P4h8kgy_48oE9vCHJc4BCQ
21738,u-bz5F8RkVaBe2mnFh_ymCUg,RATE,b-DeI4KqEeWy0cTdh7Wy5_RA
21739,u-Qyokp8RI4Y3YrSsN_C1iWw,VISIT,b-kG0N5urz2lkPEBDPjqFR3w
21740,b-XNL6PRXaQxyDO2yeBdy11w,HAS_MENU,Bread
