sub_ent,subject,relation,obj_ent,object
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,IS,Worth,Worth
,u-HG_-DYGnFv3QwnFtB3GVAg,THINK_FOR,,Taste
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Service,Service
Lack,Lack,ASPECT_ATTR_FOR,Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ
Service,Service,IS,Lack,Lack
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_MENU,Tikka Masala,Tikka_Masala
Shauna,u-HzEtbh5KYzfeW_MTVnGCEA,ORDER,Tikka Masala,Tikka_Masala
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Menu,Menu
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,IS,Difficult,Difficult
Affordable,Affordable,ASPECT_ATTR_FOR,Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ
Menu,Menu,IS,Affordable,Affordable
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,IS,Worth,Worth
,u-IZXnSMdOkVdFH-mw6zQBbA,BROUGHT,,Food
,u-IZXnSMdOkVdFH-mw6zQBbA,HANDED,,u-IZXnSMdOkVdFH-mw6zQBbA
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,IS,Wonderful,Wonderful
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_MENU,Samosa,Samosa
Incredible,Incredible,MENU_ATTR_FOR,Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ
Samosa,Samosa,IS,Incredible,Incredible
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_MENU,Mango Lassi,Mango_Lassi
Tonya,u-Bsbumyr3Of8BauN2URK4bg,ORDER,Mango Lassi,Mango_Lassi
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Menu,Menu
,u-9IRuYmy5YmhtNQ6ei1p-uQ,LOVE,,Food
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_MENU,Pani Puri,Pani_Puri
Demetria,u-9IRuYmy5YmhtNQ6ei1p-uQ,ORDER,Pani Puri,Pani_Puri
,u-jWWWmN_Zdazr7IvJj3G1Hg,RECOMMEND,,b-rYziPPEILDXJ_F5uKR--YQ
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,IS,Fantastic,Fantastic
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,IS,Great,Great
,u-Eypq5gLLjCapBVVnMw_MyA,PREFER,,Rabhjog
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_MENU,Chole Bhature,Chole_Bhature
John,u-CtvxL2SA-Wn0Tt-Ov1dJwQ,ORDER,Chole Bhature,Chole_Bhature
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_MENU,Batata Vada,Batata_Vada
John,u-CtvxL2SA-Wn0Tt-Ov1dJwQ,ORDER,Batata Vada,Batata_Vada
,u-CtvxL2SA-Wn0Tt-Ov1dJwQ,WENT_ON,,Thursday
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ
Food,Food,IS,Good,Good
Worth,Worth,ASPECT_ATTR_FOR,Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ
Food,Food,IS,Worth,Worth
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Service,Service
Horrible,Horrible,ASPECT_ATTR_FOR,Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ
Service,Service,IS,Horrible,Horrible
,u-Q83R2UssCoErEJX36wrlvg,WALKED_IN,,b-rYziPPEILDXJ_F5uKR--YQ
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_MENU,Masala Chai,Masala_Chai
Maddie,u-Q83R2UssCoErEJX36wrlvg,ORDER,Masala Chai,Masala_Chai
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_MENU,Batata Vada,Batata_Vada
Delicious,Delicious,MENU_ATTR_FOR,Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ
Batata Vada,Batata_Vada,IS,Delicious,Delicious
Good,Good,MENU_ATTR_FOR,Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ
Masala Chai,Masala_Chai,IS,Good,Good
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_MENU,Yogurt,Yogurt
Fresh,Fresh,MENU_ATTR_FOR,Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ
Yogurt,Yogurt,IS,Fresh,Fresh
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Food,Food
,u-1WOxmH-VsNOqm9PMmkObFw,HAS,,Food
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Service,Service
Awesome,Awesome,ASPECT_ATTR_FOR,Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ
Service,Service,IS,Awesome,Awesome
Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Price,Price
Outstanding,Outstanding,ASPECT_ATTR_FOR,Bollywood Bites,b-rYziPPEILDXJ_F5uKR--YQ
Price,Price,IS,Outstanding,Outstanding
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Ulava Charu Veg Biryani,Ulava_Charu_Veg_Biryani
Srita,u-Ox3L-za2jio8KkHdARMWkA,ORDER,Ulava Charu Veg Biryani,Ulava_Charu_Veg_Biryani
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Goat Meat,Goat_Meat
Goat Meat,Goat_Meat,MEANS,,Goat_Meat
Goat Meat,Goat_Meat,MEANS_ON,,Friday Night
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Chicken Biryani,Chicken_Biryani
Fine,Fine,MENU_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Chicken Biryani,Chicken_Biryani,IS,Fine,Fine
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_ASPECT,Staff,Staff
Good,Good,ASPECT_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Staff,Staff,IS,Good,Good
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Samosa,Samosa
Jason,u-QzfkTRxTgBYIagHlVsFoyg,ORDER,Samosa,Samosa
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Butter Chicken,Butter_Chicken
Jason,u-QzfkTRxTgBYIagHlVsFoyg,ORDER,Butter Chicken,Butter_Chicken
,u-QzfkTRxTgBYIagHlVsFoyg,TRIED_IN,,Midwest
Crisp,Crisp,MENU_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Samosa,Samosa,IS,Crisp,Crisp
,u-4VJ5H28ngfDxpZKwtPig7Q,TRIED,,Hyderabad House
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Biryani,Biryani
Perfection,Perfection,MENU_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Biryani,Biryani,COOKED_TO,Perfection,Perfection
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Food,Food,IS,Good,Good
Tasty,Tasty,ASPECT_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Food,Food,IS,Tasty,Tasty
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Biryani,Biryani
Neppalli,u-AXaarmVW5s-bm08Jy5L5xQ,ORDER,Biryani,Biryani
,u-AXaarmVW5s-bm08Jy5L5xQ,HAS,,Food
Ready,Ready,MENU_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Biryani,Biryani,IS,Ready,Ready
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_ASPECT,Food,Food
Ready,Ready,ASPECT_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Food,Food,IS,Ready,Ready
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Butter Naan,Butter_Naan
Tim,u---inoxVRk5TYjhuI4e304A,ORDER,Butter Naan,Butter_Naan
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Tika Masala,Tika_Masala
Tim,u---inoxVRk5TYjhuI4e304A,ORDER,Tika Masala,Tika_Masala
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Butter Chicken,Butter_Chicken
Sweet,Sweet,MENU_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Butter Chicken,Butter_Chicken,IS,Sweet,Sweet
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_ASPECT,Service,Service
Prompt,Prompt,ASPECT_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Service,Service,IS,Prompt,Prompt
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Biryani,Biryani
Sarah,u-KwftRs5ROdD5vpfHq98m5Q,ORDER,Biryani,Biryani
,u-KwftRs5ROdD5vpfHq98m5Q,SEEN_ON,,Menu
Delicious,Delicious,MENU_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Biryani,Biryani,IS,Delicious,Delicious
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_ASPECT,Food,Food
Hot,Hot,ASPECT_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Food,Food,SERVE,Hot,Hot
Amazing,Amazing,ASPECT_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Food,Food,IS,Amazing,Amazing
,u-mbT9_szJjOen3wEYzlqrAg,TRIED,,Hyderabad House
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_ASPECT,Food,Food
Delicious,Delicious,ASPECT_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Food,Food,IS,Delicious,Delicious
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Chicken Biryani,Chicken_Biryani
Tender,Tender,MENU_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Chicken Biryani,Chicken_Biryani,IS,Tender,Tender
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_ASPECT,Service,Service
Prompt,Prompt,ASPECT_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Service,Service,IS,Prompt,Prompt
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Paneer Biryani,Paneer_Biryani
Rajesh,u-yyEnnbYtl8caFy-r04qGJw,ORDER,Paneer Biryani,Paneer_Biryani
Awful,Awful,MENU_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Paneer Biryani,Paneer_Biryani,IS,Awful,Awful
,u-XCRZlj1aTmH0JoFJSZ0GSg,VISIT,,Hyderabad House
,u-XCRZlj1aTmH0JoFJSZ0GSg,RECOMMEND,,Hyderabad House
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Fry Biryani,Fry_Biryani
Mayur,u-XCRZlj1aTmH0JoFJSZ0GSg,ORDER,Fry Biryani,Fry_Biryani
,u-XCRZlj1aTmH0JoFJSZ0GSg,VISIT,,Hyderabad House
,u-XCRZlj1aTmH0JoFJSZ0GSg,RECOMMEND,,Hyderabad House
Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Butter Chicken,Butter_Chicken
Amazing,Amazing,MENU_ATTR_FOR,Hyderabad House -  Madison,b-OZwMMnRncrp7_uC-N3vV1Q
Butter Chicken,Butter_Chicken,IS,Amazing,Amazing
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Chaat,Chaat
Mel,u-3kWltF8RUs05nzFp4nEwEg,ORDER,Chaat,Chaat
,u-XXVEuojRkBY-ffo97XSy8Q,LOVED,,b-YywWkWX235ZurTWSLqNPog
,u-XXVEuojRkBY-ffo97XSy8Q,EAT_IN,,Brampton
,u-XXVEuojRkBY-ffo97XSy8Q,BLACKED_FROM,,Taste
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Naan,Naan
Cyn,u-cjPbEegTIS5VrIYg0sDlBQ,ORDER,Naan,Naan
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Price,Price
Cheap,Cheap,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Price,Price,IS,Cheap,Cheap
Warm,Warm,MENU_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Naan,Naan,IS,Warm,Warm
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Chole Batura,Chole_Batura
Manisha,u--SRDTWwdGca9OKdYxA6XDg,ORDER,Chole Batura,Chole_Batura
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Food,Food
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Service,Service
Slow,Slow,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Service,Service,IS,Slow,Slow
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Food,Food
Awesome,Awesome,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Food,Food,IS,Awesome,Awesome
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Bread,Bread
Famous,Famous,MENU_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Bread,Bread,IS,Famous,Famous
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,IS,Good,Good
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Chaat Paapri,Chaat_Paapri
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Rice,Rice
G,u-5gTr-5JwKk_rS3U8jsmm7g,ORDER,Rice,Rice
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Makai Ki Roti,Makai_Ki_Roti
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Service,Service
Good,Good,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Service,Service,IS,Good,Good
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Ambience,Ambience
Well,Well,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Ambience,Ambience,IS,Well,Well
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Service,Service
Slow,Slow,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Service,Service,IS,Slow,Slow
,u-1MHf-vXBXV2BoqUPSmzjAg,SEEN,,Food
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Shahi Paneer,Shahi_Paneer
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Chana Bhatura,Chana_Bhatura
,u-2puNEs4P-Scvsqvgi1HLyg,ORDERED,,Food
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Roti,Roti
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Boondi Raita,Boondi_Raita
Ritu,u-2puNEs4P-Scvsqvgi1HLyg,ORDER,Boondi Raita,Boondi_Raita
Ritu,u-2puNEs4P-Scvsqvgi1HLyg,ORDER,Roti,Roti
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Gobi,Gobi
Hot,Hot,MENU_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Gobi,Gobi,IS,Hot,Hot
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Food,Food
Excellent,Excellent,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Food,Food,IS,Excellent,Excellent
Warm,Warm,MENU_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Roti,Roti,IS,Warm,Warm
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Gajar Halwa,Gajar_Halwa
Sweet,Sweet,MENU_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Gajar Halwa,Gajar_Halwa,IS,Sweet,Sweet
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Price,Price
Cheap,Cheap,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Price,Price,IS,Cheap,Cheap
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Food Quality,Food_Quality
Mediocre,Mediocre,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Food Quality,Food_Quality,GONE_TO,Mediocre,Mediocre
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,IS,Nicer,Nicer
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Service,Service
Good,Good,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Service,Service,IS,Good,Good
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,IS,Worth,Worth
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,IS,Generous,Generous
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Service,Service
Spotty,Spotty,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Service,Service,IS,Spotty,Spotty
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Samosa,Samosa
Brittany,u-XNbrAATnVNAg1eTjMjn-pA,ORDER,Samosa,Samosa
Delicious,Delicious,MENU_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Samosa,Samosa,IS,Delicious,Delicious
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Veg Thali,Veg_Thali
Abhinay,u-dx2ix1YxITAXjOen0GigPA,ORDER,Veg Thali,Veg_Thali
,u-dx2ix1YxITAXjOen0GigPA,SERVE,,u-dx2ix1YxITAXjOen0GigPA
,u-dx2ix1YxITAXjOen0GigPA,HAS,,Food
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Dessert,Dessert
Salim,u-xA1Ak4QJ_WE_8Nadpi8IhA,ORDER,Dessert,Dessert
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Cottage Cheese,Cottage_Cheese
Salim,u-xA1Ak4QJ_WE_8Nadpi8IhA,ORDER,Cottage Cheese,Cottage_Cheese
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Roti,Roti
Perfect,Perfect,MENU_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Roti,Roti,IS,Perfect,Perfect
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Channa Bhatura,Channa_Bhatura
Shannyn,u-2eFPk8sQz6xy8i2cdCrQfg,ORDER,Channa Bhatura,Channa_Bhatura
,u-qZNsSGiQjckMJ0-P6nTZUw,WENT_TO,,b-YywWkWX235ZurTWSLqNPog
,u-qZNsSGiQjckMJ0-P6nTZUw,LOST_BECAUSE,,Service
,u-gRbkblNQoomLS7NjNwjcrQ,STUFFED,,u-gRbkblNQoomLS7NjNwjcrQ
,u-gRbkblNQoomLS7NjNwjcrQ,SAT_WITH,,Food
,u-gRbkblNQoomLS7NjNwjcrQ,HAS,,Food
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Breads,Breads
Vanessa,u-gRbkblNQoomLS7NjNwjcrQ,ORDER,Breads,Breads
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Food,Food
Fresh,Fresh,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Food,Food,IS,Fresh,Fresh
Good,Good,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Food,Food,IS,Good,Good
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Saag,Saag
Alina,u-CNSxXqTose2P5Lf_MMXfDw,ORDER,Saag,Saag
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Service,Service
Slow,Slow,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Service,Service,IS,Slow,Slow
,u-xX2d5O4VNdaoLh0tbY8J-w,COMPLAINED_TO,,Staff
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Food,Food
Disgust,Disgust,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Food,Food,IS,Disgust,Disgust
,u-_mYPXgWtuM3oC4GnOqq94A,STOP,,u-_mYPXgWtuM3oC4GnOqq94A
,u-_mYPXgWtuM3oC4GnOqq94A,HAS,,Food
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Service,Service
Bad,Bad,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Service,Service,IS,Bad,Bad
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Food,Food
Ready,Ready,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Food,Food,IS,Ready,Ready
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Mango Shakes,Mango_Shakes
Maria,u-n3bXNZtYZOJjrag6LMLQCQ,ORDER,Mango Shakes,Mango_Shakes
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Service,Service
Bad,Bad,ASPECT_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Service,Service,IS,Bad,Bad
Ready,Ready,MENU_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Mango Shakes,Mango_Shakes,IS,Ready,Ready
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Naan,Naan
Crisp,Crisp,MENU_ATTR_FOR,Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog
Naan,Naan,IS,Crisp,Crisp
Rajdhani Sweets,b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Samosa,Samosa
,u-TLx7JSe6qWoXCZlgsc4ndw,FOUND,,b-BoiAZQB9AHRvazM055GFOw
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_ASPECT,Food,Food
Authentic,Authentic,ASPECT_ATTR_FOR,Paradise India,b-BoiAZQB9AHRvazM055GFOw
Food,Food,IS,Authentic,Authentic
,u-gakGAjGNldoDRpkujQV3aA,HAS,,Taste
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Naan,Naan
Willy,u-gakGAjGNldoDRpkujQV3aA,ORDER,Naan,Naan
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Mango Lassis,Mango_Lassis
l,u-EtuDTP64J840KMOKz_EmIg,ORDER,Mango Lassis,Mango_Lassis
,u-EtuDTP64J840KMOKz_EmIg,RECOMMENDED,,b-BoiAZQB9AHRvazM055GFOw
,u-0E0RQR-F6n3vTMKN5N5otw,RETURN,,u-0E0RQR-F6n3vTMKN5N5otw
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Samosa,Samosa
Samosa,Samosa,CAME_WITH,,Sauce
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Dinner,Dinner
Emmy,u-0E0RQR-F6n3vTMKN5N5otw,ORDER,Dinner,Dinner
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_ASPECT,Food,Food
Great,Great,ASPECT_ATTR_FOR,Paradise India,b-BoiAZQB9AHRvazM055GFOw
Food,Food,IS,Great,Great
,u-6npV9UVmWD7stZg9W_Igww,LOVE,,Food
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Chicken,Chicken
Tough,Tough,MENU_ATTR_FOR,Paradise India,b-BoiAZQB9AHRvazM055GFOw
Chicken,Chicken,IS,Tough,Tough
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Bread,Bread
Amazing,Amazing,MENU_ATTR_FOR,Paradise India,b-BoiAZQB9AHRvazM055GFOw
Bread,Bread,IS,Amazing,Amazing
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Sampling Platter,Sampling_Platter
Neil,u-gA28fpJ1QBdGGYtETI9ajg,ORDER,Sampling Platter,Sampling_Platter
,u-6gSIqISrFmTeBpEmYjf3Ag,HAS,,Food
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_ASPECT,Service,Service
Attentive,Attentive,ASPECT_ATTR_FOR,Paradise India,b-BoiAZQB9AHRvazM055GFOw
Service,Service,IS,Attentive,Attentive
,u-Lfcfi07ymAdaHZlph_QRNg,LOVE,,Food
,u-Lfcfi07ymAdaHZlph_QRNg,RECOMMEND,,b-BoiAZQB9AHRvazM055GFOw
,u-X6wbOm865HPjS94-yMXT9Q,GREW,,Food
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Tikka Masala Chicken,Tikka_Masala_Chicken
Tikka Masala Chicken,Tikka_Masala_Chicken,SERVED_WITH,,Rice
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Chicken Curry,Chicken_Curry
Johan,u-X6wbOm865HPjS94-yMXT9Q,ORDER,Chicken Curry,Chicken_Curry
,u-owjOkU0v0mchVD-1Ngj4Ig,FORCED,,u-owjOkU0v0mchVD-1Ngj4Ig
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Saffron Rice,Saffron_Rice
Vid,u-owjOkU0v0mchVD-1Ngj4Ig,ORDER,Saffron Rice,Saffron_Rice
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Masala Sauce,Masala_Sauce
Vid,u-owjOkU0v0mchVD-1Ngj4Ig,ORDER,Masala Sauce,Masala_Sauce
Paradise India,b-BoiAZQB9AHRvazM055GFOw,HAS_ASPECT,Food,Food
